Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID03596,Female,22,Business,81.8,2.8,3.62,5.0,7,4.0
ID01937,Male,24,Computer Science,90.8,8.4,3.4,5.7,12,3.74
ID02181,Male,19,Business,96.4,5.3,3.61,6.5,8,4.0
ID01765,Male,21,Economics,91.9,3.2,2.58,6.0,5,2.73
ID03722,Female,20,Economics,83.7,5.6,3.18,6.6,14,3.72
ID04640,Female,23,Psychology,75.6,2.5,2.63,7.0,6,2.55
ID00533,Female,23,Engineering,72.9,8.3,3.69,6.2,10,4.0
ID02516,Female,19,Psychology,94.4,4.2,3.32,5.8,8,3.39
ID03096,Female,18,Computer Science,76.4,4.8,2.94,6.7,12,3.22
ID02306,Male,19,Computer Science,90.1,4.3,2.83,7.4,5,3.23
ID01159,Female,19,Psychology,74.8,5.5,3.07,6.4,10,3.33
ID04117,Female,21,Engineering,100.0,4.6,2.75,7.7,7,2.99
ID02977,Female,20,Business,86.8,3.1,2.55,6.3,8,2.79
ID04740,Female,22,Computer Science,71.1,1.1,1.93,6.0,7,1.74
ID03995,Male,20,Psychology,69.8,9.3,2.09,4.4,14,2.19
ID04963,Male,24,Psychology,96.2,9.8,2.54,6.6,5,3.24
ID02860,Male,23,Psychology,94.4,2.0,3.49,6.5,5,3.58
ID02941,Male,23,Mathematics,57.5,4.3,3.19,7.8,6,3.14
ID04467,Male,22,Business,100.0,3.5,3.45,10.0,7,3.51
ID03185,Male,22,Engineering,68.1,6.9,2.91,7.3,12,3.04
ID00613,Female,19,Business,96.7,5.8,3.02,4.8,3,3.3
ID03936,Male,18,Engineering,100.0,5.3,2.94,7.0,12,3.18
ID01806,Female,21,Economics,90.0,8.3,3.54,10.0,10,4.0
ID01180,Male,19,Engineering,94.1,7.5,2.85,8.1,5,3.46
ID04302,Female,21,Economics,85.2,9.8,2.97,7.1,10,3.77
ID01756,Female,22,Business,98.3,3.2,3.31,6.7,12,3.62
ID03852,Male,24,Mathematics,85.5,4.4,2.68,7.0,8,3.19
ID03961,Female,24,Mathematics,81.6,2.1,2.82,9.4,10,2.93
ID01664,Male,23,Economics,96.5,1.3,2.92,6.2,11,3.22
ID00226,Male,19,Business,93.6,7.0,1.97,7.4,9,2.64
ID00976,Male,23,Engineering,85.0,4.1,3.6,5.3,8,3.91
ID02756,Male,21,Business,100.0,2.3,2.9,8.6,7,3.21
ID03399,Male,23,Computer Science,68.7,1.9,3.07,6.4,12,3.21
ID03829,Female,19,Economics,83.3,5.6,3.48,7.7,16,3.61
ID01623,Female,20,Psychology,81.0,3.1,2.44,6.9,8,2.55
ID02095,Male,23,Psychology,95.3,2.7,3.01,7.3,10,3.32
ID04377,Male,18,Business,83.2,8.1,2.81,5.7,7,3.14
ID02701,Male,22,Engineering,89.1,1.9,2.46,5.3,7,2.42
ID01874,Female,18,Mathematics,62.2,1.5,3.13,10.0,6,2.87
ID04856,Male,24,Engineering,98.7,3.5,3.04,8.0,9,3.48
ID03370,Female,21,Computer Science,84.9,4.2,2.33,8.1,6,2.51
ID04140,Female,22,Psychology,83.9,3.3,3.81,7.1,8,4.0
ID01673,Female,20,Mathematics,87.5,5.9,3.7,8.4,9,4.0
ID03588,Female,19,Computer Science,80.9,6.5,3.03,5.7,5,3.46
ID02938,Female,21,Business,72.4,1.1,2.68,5.0,8,2.58
ID03084,Female,18,Business,86.1,1.0,3.71,7.2,11,4.0
ID02703,Male,24,Computer Science,87.8,6.4,3.55,8.8,11,4.0
ID02988,Male,22,Engineering,86.8,6.5,3.07,6.3,10,3.42
ID00004,Female,23,Engineering,73.9,8.8,3.48,4.0,6,3.69
ID04087,Male,18,Business,62.8,2.9,3.06,5.0,7,2.82
ID02742,Male,23,Business,92.0,2.9,3.5,8.2,6,3.58
ID02953,Female,23,Economics,100.0,2.3,2.35,5.5,7,2.63
ID01162,Male,22,Mathematics,86.7,10.5,3.24,6.6,10,3.91
ID04513,Male,18,Psychology,96.4,1.5,2.91,7.7,4,3.22
ID01107,Male,24,Economics,82.0,2.8,2.64,4.1,10,2.8
ID02630,Male,24,Computer Science,83.1,1.8,2.36,5.9,10,2.53
ID02486,Female,18,Engineering,95.1,1.6,2.76,6.8,11,3.06
ID03582,Female,18,Engineering,98.0,1.8,3.25,8.0,3,3.48
ID04277,Male,19,Business,60.2,2.2,3.05,5.8,9,2.75
ID04986,Male,24,Business,80.4,5.5,2.35,8.5,7,2.51
ID02813,Female,21,Engineering,53.1,3.5,2.62,7.6,9,2.29
ID00135,Female,22,Computer Science,89.6,3.8,2.62,7.7,13,2.97
ID00786,Female,20,Computer Science,100.0,4.1,2.8,7.5,8,2.96
ID01944,Female,24,Mathematics,98.7,4.3,3.57,5.9,10,3.69
ID04823,Male,21,Economics,91.9,8.3,2.74,7.9,6,3.36
ID04932,Male,24,Business,93.5,5.6,3.65,5.5,7,4.0
ID04231,Female,23,Engineering,95.5,3.1,3.19,5.8,6,3.23
ID01599,Male,23,Computer Science,80.2,1.2,3.38,7.5,8,3.41
ID04205,Male,20,Psychology,100.0,1.6,2.87,8.3,7,2.84
ID01137,Female,18,Computer Science,69.8,7.7,3.14,7.8,10,3.33
ID03984,Male,20,Business,92.2,4.4,2.58,8.8,11,2.8
ID04153,Female,19,Psychology,100.0,5.4,3.11,7.0,8,3.4
ID03836,Male,21,Economics,92.4,1.4,3.02,7.3,9,3.32
ID04481,Male,18,Psychology,100.0,5.0,3.46,7.0,16,3.57
ID01605,Male,18,Economics,96.6,1.9,3.41,7.4,9,3.67
ID02504,Female,23,Mathematics,78.1,2.3,2.83,6.5,12,2.85
ID01904,Male,19,Psychology,83.9,5.2,2.68,8.6,9,3.14
ID01875,Female,24,Psychology,85.7,3.7,3.11,8.9,10,3.38
ID01653,Male,22,Engineering,74.4,5.8,3.65,4.0,8,3.7
ID02661,Male,23,Business,93.9,3.9,3.01,4.0,13,3.34
ID00902,Male,24,Computer Science,87.8,3.4,3.1,4.9,9,3.19
ID00172,Male,22,Business,87.2,7.2,2.89,4.8,5,3.23
ID04824,Male,21,Computer Science,77.3,3.2,3.2,8.7,12,3.3
ID04358,Female,22,Mathematics,93.8,4.1,2.49,8.4,10,2.94
ID01560,Female,20,Economics,83.8,5.1,2.92,6.3,7,3.34
ID00088,Female,21,Engineering,86.9,2.9,2.74,8.2,6,2.78
ID03998,Male,23,Psychology,90.4,2.1,3.15,7.5,4,3.6
ID01682,Female,20,Psychology,84.1,0.6,3.46,5.7,7,3.46
ID03902,Male,18,Business,80.8,1.4,3.2,5.1,9,3.34
ID03619,Female,18,Psychology,61.9,1.8,3.13,8.2,7,3.06
ID04679,Female,22,Mathematics,78.5,1.3,2.64,7.1,8,2.44
ID02748,Male,18,Computer Science,70.5,7.0,4.0,8.2,7,4.0
ID04430,Female,19,Business,82.3,4.1,3.62,6.3,7,3.95
ID04591,Female,20,Engineering,90.2,7.4,3.07,7.9,11,3.44
ID02488,Female,18,Mathematics,78.1,2.5,2.63,7.2,7,2.79
ID01373,Female,22,Psychology,56.3,3.4,3.05,7.9,6,2.67
ID03805,Male,19,Business,100.0,5.5,3.16,7.1,13,3.66
ID02024,Male,23,Economics,100.0,14.0,2.19,6.5,7,2.99
ID01301,Male,24,Engineering,75.8,2.8,2.31,9.8,7,2.12
ID01011,Male,20,Mathematics,95.3,2.7,3.71,6.7,7,3.93
ID04803,Female,19,Computer Science,100.0,5.3,3.0,8.5,9,3.4
ID00611,Male,20,Economics,75.6,3.5,2.97,7.5,10,3.16
ID02688,Male,19,Mathematics,70.7,7.8,2.98,5.0,7,3.12
ID00662,Female,22,Psychology,69.6,2.1,2.9,10.0,10,2.72
ID01160,Male,18,Psychology,80.4,3.1,3.12,8.1,6,3.4
ID03281,Male,20,Psychology,89.3,7.6,3.54,5.2,9,4.0
ID02956,Female,23,Psychology,73.6,8.8,3.42,10.0,9,3.59
ID00513,Female,18,Computer Science,52.6,4.6,3.47,10.0,9,3.25
ID00948,Female,23,Computer Science,76.0,1.7,3.11,6.8,8,3.13
ID03881,Male,23,Business,70.6,8.6,3.64,4.0,7,3.91
ID04860,Female,24,Business,62.7,1.4,3.08,7.7,6,3.09
ID00018,Male,24,Business,57.8,3.4,3.69,7.1,14,3.31
ID01601,Male,20,Engineering,83.7,4.0,2.57,8.7,5,2.76
ID02451,Male,18,Mathematics,100.0,3.1,2.45,5.5,8,2.7
ID01884,Female,23,Business,74.4,4.7,3.08,5.3,9,2.91
ID02993,Female,23,Economics,63.3,1.3,3.51,7.1,5,3.58
ID02561,Female,20,Engineering,75.4,4.5,3.01,7.9,11,3.09
ID04383,Female,18,Engineering,100.0,4.5,2.81,4.9,6,3.19
ID04495,Female,19,Mathematics,82.1,3.6,3.12,8.0,10,3.29
ID03719,Male,24,Business,83.7,4.8,2.4,7.6,8,2.73
ID04351,Female,24,Mathematics,77.2,10.3,3.28,7.2,9,3.7
ID01982,Female,24,Computer Science,90.6,5.7,3.57,7.9,6,3.94
ID02159,Male,23,Psychology,67.3,1.7,2.5,8.0,9,2.24
ID03173,Male,20,Psychology,85.3,3.3,2.75,7.9,10,2.94
ID03533,Male,20,Psychology,72.3,6.3,3.93,6.5,10,4.0
ID01553,Female,24,Economics,95.8,2.3,3.71,4.0,7,3.78
ID00507,Female,18,Engineering,94.1,7.2,2.61,7.5,11,2.94
ID00407,Male,18,Psychology,100.0,7.6,2.71,7.8,8,3.29
ID02675,Female,22,Economics,80.4,4.6,2.89,8.3,9,3.21
ID03187,Male,19,Engineering,63.9,3.5,2.49,7.2,9,2.33
ID03465,Male,23,Psychology,95.2,0.9,2.92,4.5,9,2.9
ID00963,Male,21,Psychology,97.3,7.2,2.49,9.9,7,2.83
ID03294,Male,21,Computer Science,91.5,3.1,2.39,5.5,8,2.57
ID03682,Male,21,Economics,76.7,6.3,2.8,7.5,8,2.77
ID02384,Male,20,Mathematics,43.5,3.5,2.78,9.1,7,2.49
ID00395,Male,19,Economics,93.0,1.8,3.32,6.3,9,3.62
ID04934,Male,21,Psychology,75.5,4.8,2.38,6.9,5,2.66
ID04450,Female,22,Economics,98.8,5.5,3.62,9.4,10,3.83
ID02549,Male,19,Psychology,64.3,9.9,3.13,5.3,5,3.34
ID03474,Female,18,Mathematics,96.3,3.5,2.72,9.1,6,2.8
ID01105,Female,19,Psychology,49.9,1.9,3.81,6.7,10,3.47
ID00461,Male,22,Engineering,93.0,1.9,2.44,6.7,6,2.81
ID03118,Male,22,Computer Science,100.0,3.2,3.42,9.9,9,3.74
ID01289,Male,21,Economics,89.9,1.4,3.56,6.5,6,3.88
ID01548,Female,22,Economics,93.7,4.8,3.53,5.3,4,4.0
ID04535,Female,20,Business,78.6,3.5,2.6,6.4,11,2.43
ID03634,Male,21,Economics,100.0,4.6,2.86,7.6,5,3.33
ID03383,Male,21,Psychology,75.9,5.3,3.64,7.7,6,3.83
ID03866,Male,24,Economics,65.0,4.8,2.83,5.8,8,2.81
ID02773,Female,18,Economics,79.5,3.4,3.53,7.7,7,3.39
ID01983,Male,20,Computer Science,68.3,3.6,3.73,4.1,7,3.49
ID04385,Female,18,Mathematics,86.7,2.3,3.06,7.6,10,3.18
ID00714,Male,23,Economics,100.0,2.8,2.57,9.1,12,2.9
ID02141,Female,20,Psychology,78.9,9.7,3.54,7.4,10,3.69
ID00378,Male,19,Business,78.8,1.3,3.13,5.5,7,2.78
ID04250,Female,18,Engineering,87.3,2.4,2.73,6.3,4,3.01
ID00170,Female,24,Economics,65.5,10.9,2.96,6.1,6,3.19
ID00404,Female,21,Engineering,73.5,1.8,2.41,5.8,10,2.06
ID03229,Male,19,Engineering,95.6,6.1,2.56,6.3,7,2.84
ID00739,Male,24,Mathematics,100.0,7.7,3.21,5.2,5,3.77
ID00900,Male,18,Computer Science,67.5,3.4,3.39,5.8,3,3.42
ID00564,Male,18,Economics,100.0,7.0,2.91,4.9,7,3.49
ID03145,Male,24,Computer Science,86.2,3.1,3.7,5.8,6,4.0
ID01564,Male,23,Computer Science,100.0,2.7,3.01,7.8,9,3.12
ID00568,Male,18,Computer Science,100.0,1.8,2.63,6.6,10,3.02
ID04468,Male,24,Economics,64.6,3.2,2.41,6.3,8,2.48
ID01993,Female,24,Mathematics,100.0,0.9,2.74,8.0,16,2.51
ID00003,Female,20,Mathematics,91.5,3.9,3.29,6.7,4,3.75
ID03557,Male,21,Engineering,65.1,2.5,2.97,6.2,9,2.88
ID00661,Male,21,Mathematics,87.6,5.0,2.99,6.6,7,3.31
ID00994,Female,23,Mathematics,100.0,2.7,3.07,6.8,8,3.38
ID02657,Female,24,Business,81.4,3.8,3.57,7.6,11,4.0
ID02878,Male,18,Economics,100.0,2.4,3.48,5.2,11,3.75
ID03313,Female,18,Business,95.5,6.2,2.71,9.5,8,3.11
ID02035,Female,21,Engineering,95.0,2.8,3.8,7.6,3,4.0
ID02691,Male,20,Mathematics,75.5,2.5,3.82,7.7,10,3.77
ID02530,Female,23,Engineering,58.1,4.1,2.8,6.2,5,2.39
ID00388,Male,24,Computer Science,85.3,4.4,3.33,6.1,11,3.5
ID04836,Male,21,Psychology,86.3,9.2,3.5,5.0,8,4.0
ID02522,Male,20,Mathematics,86.5,2.8,2.31,4.8,9,2.37
ID03115,Male,24,Mathematics,100.0,1.3,3.74,7.4,8,3.78
ID01799,Male,21,Economics,89.1,6.9,3.55,7.6,11,3.96
ID03356,Male,24,Business,87.6,6.1,3.99,6.4,17,4.0
ID04227,Male,18,Psychology,70.1,8.4,2.63,5.2,12,2.7
ID01050,Male,23,Business,98.7,3.7,3.04,5.5,7,3.44
ID00050,Male,18,Economics,93.0,2.0,3.1,6.4,9,3.5
ID02175,Male,22,Psychology,82.4,2.3,3.31,8.6,6,3.4
ID02424,Male,22,Business,100.0,2.9,2.18,7.3,8,2.47
ID03156,Female,21,Psychology,97.6,3.0,2.68,6.3,3,2.82
ID04983,Female,23,Engineering,100.0,2.4,2.25,8.0,7,2.59
ID03639,Male,24,Psychology,81.4,2.2,3.37,5.6,7,3.65
ID03826,Male,20,Engineering,80.1,3.4,3.06,6.5,9,3.41
ID03304,Male,18,Economics,95.5,2.8,3.19,7.5,6,3.58
ID01250,Female,19,Economics,67.9,4.0,2.81,9.1,4,2.62
ID02098,Female,23,Economics,94.9,3.5,2.8,7.5,9,3.26
ID04399,Male,22,Engineering,59.0,6.6,2.54,6.5,8,2.29
ID01790,Male,23,Mathematics,86.6,3.3,3.13,8.5,6,3.38
ID00219,Female,19,Engineering,83.5,4.9,3.03,7.8,9,3.37
ID04052,Female,18,Business,73.4,5.3,3.04,5.6,10,3.22
ID03085,Female,24,Business,100.0,5.8,2.51,4.5,6,2.78
ID04582,Male,22,Psychology,80.8,5.8,2.95,6.2,9,3.2
ID00262,Female,23,Engineering,100.0,10.1,2.96,6.3,10,3.42
ID02258,Male,24,Business,82.0,0.6,3.13,8.5,12,3.37
ID02082,Male,21,Psychology,81.1,1.8,3.43,5.6,9,3.41
ID02950,Female,24,Business,100.0,9.0,3.32,7.9,9,3.89
ID01450,Female,24,Psychology,64.1,2.3,3.2,8.3,6,3.12
ID03886,Female,23,Mathematics,80.4,2.4,3.35,6.5,8,3.66
ID01597,Male,21,Mathematics,100.0,5.8,2.06,4.0,11,2.55
ID04847,Female,19,Psychology,75.0,2.4,2.32,4.2,7,2.01
ID03988,Male,23,Psychology,68.5,2.2,2.67,6.0,6,2.44
ID00305,Female,18,Psychology,81.3,2.6,3.29,6.3,10,3.68
ID04449,Male,23,Economics,100.0,6.7,2.94,4.0,7,3.48
ID03217,Male,19,Engineering,84.8,3.1,2.87,7.4,9,3.31
ID01687,Female,23,Business,100.0,3.9,3.22,7.8,6,3.42
ID00336,Male,20,Mathematics,77.0,0.7,3.67,7.9,7,3.56
ID04551,Female,22,Psychology,91.8,2.8,3.43,5.2,6,3.81
ID03654,Male,19,Business,76.9,5.8,3.26,6.1,11,3.3
ID03623,Male,18,Business,88.9,5.5,2.93,6.5,8,3.42
ID00254,Male,22,Business,87.3,1.8,2.7,6.8,7,3.1
ID02511,Male,19,Economics,100.0,10.0,3.62,8.8,9,4.0
ID00121,Female,21,Economics,88.9,5.9,3.69,4.0,9,4.0
ID04072,Female,19,Mathematics,100.0,1.2,3.27,5.9,8,3.51
ID04632,Male,24,Psychology,100.0,14.0,3.3,5.8,7,3.85
ID02784,Female,19,Economics,57.6,8.7,2.9,9.4,8,2.97
ID02725,Male,21,Psychology,87.8,2.0,3.69,7.5,12,3.76
ID01668,Female,24,Psychology,68.0,5.3,3.04,9.9,4,3.07
ID04210,Male,22,Psychology,100.0,3.5,2.71,5.6,7,2.79
ID02078,Male,23,Mathematics,80.7,5.1,3.25,5.6,11,3.72
ID04262,Female,19,Business,63.6,2.6,2.93,6.3,7,2.97
ID03827,Male,22,Economics,92.5,3.7,3.63,6.7,10,3.88
ID03167,Female,20,Business,79.5,3.3,2.13,7.3,6,2.24
ID00971,Female,24,Economics,90.8,2.4,2.63,7.4,15,2.91
ID02458,Female,21,Mathematics,78.3,3.2,2.32,6.7,8,2.21
ID01166,Female,19,Engineering,73.3,5.7,3.69,8.2,4,3.53
ID03486,Female,19,Mathematics,48.5,3.3,2.2,4.0,7,1.67
ID03608,Male,23,Computer Science,83.3,11.9,3.24,6.9,8,4.0
ID00355,Male,21,Computer Science,100.0,6.4,3.77,6.7,13,4.0
ID04754,Male,24,Economics,77.7,7.1,1.99,8.6,9,2.02
ID04418,Male,18,Engineering,93.1,4.1,3.35,7.9,7,3.72
ID04802,Male,18,Engineering,65.4,2.5,3.09,8.2,6,3.02
ID02377,Male,18,Psychology,94.6,2.2,3.17,5.5,8,3.19
ID02772,Male,21,Economics,71.2,6.6,3.82,6.6,14,4.0
ID04848,Male,21,Economics,97.1,7.1,2.56,7.1,6,3.08
ID02736,Female,18,Economics,92.0,4.9,3.33,9.8,8,3.68
ID02235,Female,21,Engineering,76.7,2.3,2.84,6.5,7,2.94
ID01297,Male,22,Business,100.0,1.5,2.91,7.8,11,3.14
ID04684,Male,23,Business,95.6,2.5,3.63,7.1,11,3.99
ID04987,Female,18,Psychology,88.4,5.3,3.5,8.0,9,3.93
ID02571,Male,20,Business,91.0,2.4,2.76,8.0,7,2.88
ID00841,Male,22,Mathematics,99.8,4.4,2.29,7.0,10,2.72
ID01271,Female,18,Engineering,74.9,8.3,3.42,5.2,7,3.43
ID03154,Male,19,Business,67.3,8.0,4.0,9.1,8,4.0
ID03956,Female,23,Psychology,75.5,4.5,4.0,5.0,6,3.91
ID03450,Male,23,Engineering,65.4,1.8,3.12,7.0,9,3.08
ID01096,Male,22,Psychology,97.9,4.2,3.3,5.4,4,3.67
ID04532,Male,20,Mathematics,86.0,4.3,1.97,5.2,10,2.32
ID01210,Female,18,Psychology,94.6,7.9,3.5,5.9,4,4.0
ID04352,Female,20,Psychology,58.2,2.7,3.49,6.5,7,3.26
ID03891,Female,20,Mathematics,63.1,4.6,2.85,8.6,5,2.94
ID00929,Female,22,Mathematics,26.2,3.2,3.65,9.4,8,3.31
ID02332,Male,18,Economics,80.1,1.6,2.17,8.2,10,2.49
ID04590,Female,23,Economics,100.0,0.9,2.56,8.6,8,2.49
ID03728,Male,21,Economics,77.9,1.9,3.39,5.3,5,3.21
ID01026,Male,20,Mathematics,86.7,1.5,2.78,6.6,9,3.04
ID00961,Male,24,Psychology,100.0,4.5,2.78,5.2,4,3.17
ID00205,Female,23,Economics,100.0,8.6,3.72,6.9,10,4.0
ID03245,Female,19,Engineering,96.9,4.4,3.42,6.1,6,3.67
ID01965,Female,23,Mathematics,76.4,6.3,2.27,7.3,11,2.54
ID02845,Female,23,Engineering,100.0,3.0,3.36,5.6,8,3.58
ID00597,Female,18,Mathematics,97.4,4.0,3.68,8.8,2,3.73
ID01261,Male,22,Business,53.5,8.2,2.82,5.2,10,2.87
ID03790,Female,24,Mathematics,83.5,3.5,2.52,7.3,9,2.84
ID01767,Female,18,Computer Science,100.0,7.5,3.21,5.1,10,3.59
ID04762,Female,24,Engineering,100.0,4.4,1.91,5.2,4,2.11
ID04506,Male,21,Engineering,76.3,7.6,2.94,8.0,10,3.3
ID02603,Female,19,Business,64.2,5.0,3.17,5.3,12,3.24
ID01680,Female,23,Economics,87.2,2.1,3.06,6.9,5,3.47
ID02770,Female,18,Mathematics,100.0,11.9,3.07,8.8,13,3.6
ID01836,Female,18,Mathematics,87.7,3.5,3.21,6.9,5,3.34
ID00137,Male,23,Computer Science,94.4,3.8,2.49,9.2,11,2.63
ID00491,Male,19,Psychology,76.4,0.5,3.44,9.3,11,3.11
ID02427,Male,22,Business,100.0,5.2,3.16,6.1,4,3.59
ID01268,Male,23,Economics,100.0,3.3,3.0,6.4,9,3.38
ID02497,Female,19,Computer Science,100.0,6.6,3.48,6.9,7,3.96
ID03374,Female,23,Engineering,78.5,7.0,3.74,5.2,10,3.71
ID01429,Female,18,Psychology,79.5,8.8,1.89,8.5,5,2.2
ID01298,Male,21,Mathematics,65.6,3.2,2.37,6.5,8,2.4
ID01474,Male,22,Mathematics,98.7,2.5,3.26,6.5,9,3.35
ID04031,Female,18,Psychology,88.5,1.5,3.1,4.0,3,3.13
ID04245,Male,19,Computer Science,100.0,1.8,3.98,6.8,8,4.0
ID02059,Female,21,Engineering,71.1,1.9,2.24,8.4,12,2.04
ID02177,Male,21,Economics,65.0,5.4,2.75,7.6,10,2.76
ID03749,Male,23,Computer Science,67.6,0.9,3.03,7.3,3,2.93
ID03287,Male,24,Business,100.0,7.5,3.2,7.4,6,3.54
ID02279,Female,19,Computer Science,91.2,11.6,3.24,6.6,11,4.0
ID02596,Female,22,Economics,100.0,3.8,2.68,8.6,10,2.85
ID02830,Male,23,Computer Science,85.1,2.9,3.03,6.7,8,3.28
ID04504,Male,20,Mathematics,90.4,4.1,3.55,7.3,9,3.71
ID00693,Male,21,Engineering,97.3,10.5,3.05,6.1,15,3.58
ID03420,Male,18,Psychology,83.7,1.5,3.1,7.7,4,3.39
ID02955,Female,19,Mathematics,57.0,0.6,2.84,6.9,3,2.22
ID01156,Female,20,Engineering,74.4,1.7,3.35,9.6,15,3.21
ID01244,Female,20,Psychology,87.6,13.7,3.49,5.6,8,4.0
ID02485,Male,24,Psychology,87.0,2.2,3.44,8.6,14,3.7
ID02976,Male,19,Engineering,91.3,6.0,2.82,7.7,8,3.18
ID04714,Female,24,Computer Science,78.7,2.1,3.43,9.3,9,3.21
ID02908,Male,24,Economics,60.2,3.0,2.77,7.3,6,2.8
ID04081,Female,23,Economics,77.2,1.8,3.01,5.9,8,2.67
ID00123,Male,24,Mathematics,95.0,3.7,2.83,8.8,8,3.23
ID02091,Female,23,Economics,67.5,7.4,2.71,8.5,11,3.0
ID04977,Male,18,Mathematics,91.6,4.5,2.23,7.3,9,2.61
ID02743,Male,22,Business,93.3,2.7,3.04,8.0,8,3.24
ID00369,Male,24,Engineering,63.2,8.2,3.34,5.5,4,3.63
ID00143,Male,18,Psychology,81.6,5.3,2.95,6.9,5,3.55
ID04029,Female,18,Engineering,88.0,3.8,2.44,5.4,12,2.6
ID04257,Female,21,Computer Science,86.5,1.9,3.47,8.4,4,3.72
ID04186,Female,21,Economics,84.5,4.3,3.85,6.7,6,4.0
ID00671,Male,22,Mathematics,99.7,6.2,2.67,5.2,8,2.96
ID02033,Male,24,Mathematics,100.0,5.0,3.07,8.3,6,3.39
ID04650,Male,18,Economics,96.4,4.5,2.72,7.5,8,3.28
ID00273,Female,22,Engineering,85.2,2.5,3.73,7.0,12,3.9
ID04598,Male,21,Mathematics,78.5,0.8,2.37,7.0,10,2.24
ID04494,Female,20,Business,100.0,2.2,3.19,6.1,5,3.26
ID00072,Male,21,Engineering,89.2,3.2,3.35,7.1,9,3.5
ID03592,Male,24,Engineering,89.9,7.4,3.35,6.3,3,3.72
ID04746,Male,18,Engineering,91.4,1.4,2.75,7.4,7,3.15
ID01981,Male,20,Engineering,61.4,2.5,2.92,8.8,6,2.7
ID04905,Female,21,Business,49.3,5.2,2.73,9.2,2,2.59
ID03227,Male,22,Business,92.4,2.1,2.77,9.9,6,3.01
ID00117,Female,23,Engineering,99.3,11.9,2.68,6.6,12,3.59
ID00071,Female,19,Economics,81.7,4.7,3.39,7.0,2,3.87
ID01566,Male,22,Mathematics,73.7,1.4,3.18,6.8,9,3.09
ID04724,Male,23,Economics,75.1,5.9,3.95,7.1,11,4.0
ID01892,Male,19,Mathematics,76.9,2.7,3.15,8.2,12,2.94
ID04193,Male,23,Business,100.0,6.7,2.84,8.2,11,3.34
ID04021,Male,22,Computer Science,93.0,2.9,3.59,7.3,6,3.86
ID03544,Male,18,Psychology,83.9,3.2,2.1,7.6,5,2.36
ID03868,Female,24,Engineering,96.7,2.2,2.42,8.0,3,2.76
ID03182,Male,18,Psychology,100.0,2.1,3.44,9.4,6,3.55
ID00987,Female,22,Business,92.8,2.2,2.75,5.8,9,3.1
ID02618,Male,24,Business,79.3,1.2,2.69,5.2,7,2.62
ID00269,Male,20,Economics,100.0,2.1,3.36,5.6,4,3.44
ID01885,Male,20,Mathematics,78.5,7.9,3.11,6.0,10,3.2
ID01978,Male,22,Business,100.0,5.0,3.03,8.6,8,3.4
ID01339,Male,24,Economics,63.7,3.3,3.21,7.8,14,3.09
ID04121,Male,20,Engineering,70.9,3.6,2.92,5.7,6,2.97
ID00439,Female,23,Mathematics,100.0,13.3,2.65,6.2,8,3.46
ID01441,Female,20,Engineering,100.0,7.3,2.79,6.9,9,3.29
ID03213,Male,23,Economics,82.5,10.9,3.09,5.7,3,3.51
ID01439,Male,24,Psychology,90.2,3.8,3.28,7.2,5,3.75
ID04041,Female,19,Business,69.6,2.6,3.17,7.0,11,3.16
ID01052,Male,18,Business,81.8,3.0,3.15,7.9,8,3.33
ID00633,Male,22,Economics,53.1,6.8,2.43,4.8,9,2.39
ID01397,Male,18,Psychology,62.4,9.5,2.42,7.1,8,2.74
ID01442,Male,24,Economics,88.5,4.4,2.32,6.2,10,2.56
ID02318,Male,18,Computer Science,100.0,6.2,3.44,5.3,10,3.63
ID00195,Male,21,Mathematics,85.5,4.5,3.84,7.1,5,4.0
ID03568,Female,22,Business,57.0,0.9,2.49,9.8,6,2.06
ID04858,Female,19,Psychology,91.5,2.1,3.39,6.8,11,3.54
ID01748,Male,18,Engineering,79.4,4.5,2.67,7.4,4,2.59
ID00174,Male,21,Business,70.3,2.0,3.15,9.5,10,3.13
ID01583,Female,21,Economics,70.7,3.3,3.32,5.1,10,3.21
ID00526,Male,20,Business,100.0,3.1,3.17,8.5,7,3.23
ID03031,Male,20,Psychology,91.1,2.6,3.72,5.6,10,3.93
ID04898,Male,22,Engineering,57.0,3.9,3.68,6.8,10,3.36
ID03397,Female,22,Computer Science,100.0,7.3,3.05,7.6,8,3.41
ID03336,Female,24,Psychology,71.9,3.3,3.04,9.8,9,3.11
ID04857,Male,18,Engineering,70.6,3.3,2.43,6.8,10,2.6
ID04895,Male,20,Economics,95.5,4.4,3.37,5.5,13,3.68
ID04809,Male,19,Business,90.7,1.5,3.52,7.0,7,3.6
ID02586,Female,19,Business,76.1,10.2,2.94,7.0,5,3.23
ID03505,Female,18,Economics,88.1,3.7,3.87,4.9,9,4.0
ID04647,Female,22,Business,89.0,2.3,2.65,8.5,7,2.76
ID03737,Female,22,Economics,66.3,8.4,3.34,7.7,8,3.75
ID00713,Male,22,Computer Science,78.5,4.8,2.86,6.5,8,2.81
ID03928,Female,23,Business,86.7,3.5,2.52,7.5,15,2.92
ID03091,Male,18,Engineering,79.0,4.0,2.59,5.1,6,2.6
ID01896,Female,19,Business,70.0,9.3,3.02,8.3,8,3.35
ID01055,Female,18,Mathematics,78.3,3.2,3.27,7.5,7,3.46
